epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.04756765,0.5732000470161438,0.000598925,3.7548232078552246
0,0.065895304,0.3104046806693077,0.0007901088,91.53038024902344
0,0.08080727,0.197467390447855,0.00079239305,646.6759033203125
0,0.0851569,0.15559936314821243,0.00079239305,669.853271484375
0,0.08735085,0.1262013353407383,0.00079239305,623.9237060546875
0,0.12122621,0.10804729163646698,0.00060753245,449.7686767578125
0,0.12565528,0.0941110122948885,0.00060751813,245.11526489257812
0,0.1096403,0.09210995957255363,0.00060743553,137.84109497070312
0,0.13227493,0.07916022650897503,0.00060718216,82.44876861572266
0,0.117854424,0.08326305449008942,0.000606023,51.465003967285156
0,0.15226644,0.07335345819592476,0.0005824887,17.31995391845703
0,0.25184423,0.06886107288300991,0.00057492865,7.356510639190674
0,0.23966824,0.08306029811501503,0.00055445416,5.7537360191345215
0,0.14091015,0.07685238309204578,0.00053786463,3.3389973640441895
0,0.12954733,0.06889177672564983,0.00054843357,2.983375310897827
0,0.25222212,0.05186290107667446,0.005041258,1.9186322689056396
0,0.27500346,0.05643197614699602,0.07810614,0.9955123066902161
0,0.25910267,0.06024528760462999,0.18233407,0.8530311584472656
0,0.18577646,0.05710192024707794,0.2233247,0.5632543563842773
0,0.2092279,0.05825881287455559,0.11919143,0.5474022030830383
0,0.2762292,0.04762875288724899,0.29137322,0.1760854572057724
0,0.3227281,0.047081369906663895,0.46222693,0.11291596293449402
0,0.34236822,0.03982441499829292,0.3544998,0.10778667777776718
0,0.28320372,0.04803888499736786,0.3115915,0.12025132775306702
0,0.30094337,0.046220785938203335,0.25626633,0.13673685491085052
0,0.3281726,0.04190116282552481,0.34558237,0.08157582581043243
0,0.37187213,0.04467513784766197,0.48581335,0.053705260157585144
0,0.29435754,0.04445624817162752,0.38294357,0.05846187472343445
0,0.33171558,0.043799870647490025,0.4248829,0.0751582533121109
0,0.31465495,0.04714798275381327,0.48269638,0.04426915943622589
0,0.05560484,0.5249309912323952,0.012833725,2.1141793727874756
0,0.09263013,0.21326091513037682,0.010579622,2.425401449203491
0,0.14816853,0.03701513260602951,0.0027548848,0.7159765958786011
0,0.16095631,0.011155188083648682,0.0034155224,0.28360146284103394
0,0.17176566,-0.01756700873374939,0.004434386,0.2259674370288849
0,0.18700673,-0.0377538725733757,0.0006031448,0.19504059851169586
0,0.20347032,-0.06716011464595795,0.00060752145,0.19419631361961365
0,0.038519442,0.6402732133865356,0.025379103,1.8152896165847778
0,0.080868155,0.46796944737434387,0.020368414,6.269021987915039
0,0.07560489,0.3245457112789154,0.019118207,14.52682876586914
0,0.036621444,0.2614113390445709,0.019075826,15.07242488861084
0,0.031608045,0.21684768050909042,0.019070236,15.169857025146484
0,0.023931094,0.1885913610458374,0.025420114,14.665104866027832
0,0.033314303,0.1755797043442726,0.025035962,13.132201194763184
0,0.014383966,0.1558881253004074,0.024276104,11.561345100402832
0,0.024868188,0.15514685213565826,0.025103312,10.340716361999512
0,0.01816044,0.127406544983387,0.01778929,4.38916540145874
0,0.012984034,0.12352348119020462,0.0020147394,0.45644068717956543
0,0.020405084,0.11799334734678268,0.0020614525,0.22080574929714203
0,0.013511897,0.11879607290029526,0.00049640343,0.20300380885601044
0,0.018917102,0.11964133381843567,0.00057355873,0.19644756615161896
0,0.01420699,0.1105635054409504,0.00057658483,0.1966172605752945
0,0.020569678,0.12167485058307648,0.00054908026,0.2013634741306305
0,0.012819409,0.11639868468046188,0.0005572501,0.20106613636016846
0,0.020931296,0.1124086007475853,0.00056249916,0.2010706216096878
0,0.012334062,0.11393541097640991,0.00054190756,0.20834599435329437
0,0.0193551,0.11012690141797066,0.0005315279,0.2085963785648346
0,0.017957002,0.11183354258537292,0.00052711525,0.20871257781982422
0,0.034735013,0.6039069294929504,0.020726351,6.5931715965271
0,0.07426337,0.41317372024059296,0.02988106,8.49683952331543
0,0.07466295,0.27136512100696564,0.09884727,2.3286385536193848
0,0.088093966,0.1889643445611,0.1895035,0.9132323265075684
0,0.09599939,0.15201876312494278,0.23570447,0.921879231929779
0,0.093449876,0.13520747423171997,0.20635249,1.1156141757965088
0,0.109315544,0.11447477340698242,0.23288073,0.97569739818573
0,0.18000904,0.09748895466327667,0.013195977,2.8346874713897705
0,0.19522233,0.10971439629793167,0.0005157598,6.081733226776123
