epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.9462989,0.007809128971920083,0.96835476,0.004550329857128894
1,0.968781,0.004467179426241533,0.97001606,0.004214058529496903
2,0.96751755,0.004702561138657898,0.968664,0.0044586080239553535
3,0.9696883,0.0042900985386222605,0.96681803,0.004988168883248277
4,0.9453995,3.816402454633831,0.9625,0.00666011725419334
5,0.95524365,0.006864089622783164,0.96345437,0.006539236927582395
